Westar,Bo,Oh,max_deflection,contact_time,coef_restitution,N
0.113053475935829,0.0410760962566845,0.0286278635613989,0.348079591681007,6.0535472972973,0.254749581158852,60
0.00153994652406417,0.0500037575775401,0.0272543337071706,0.167514217191504,NaN,NaN,60
0.153994652406417,0.0500037575775401,0.0272543337071706,0.399520146156141,6.18057432432432,0.18366485005418,60
0.186333529411765,0.0500037575775401,0.0272543337071706,0.427963519477941,5.95219594594595,0.206430410655811,60
0.221752299465241,0.0500037575775401,0.0272543337071706,0.456092361868246,5.7785472972973,0.219769159199682,60
0.260250962566845,0.0500037575775401,0.0272543337071706,0.484204141187442,5.64543918918919,0.226901221688921,60
0.301829518716578,0.0500037575775401,0.0272543337071706,0.511871126420771,5.52787162162162,0.231075635920808,60
0.346487967914438,0.0500037575775401,0.0272543337071706,0.538984471869282,5.4285472972973,0.232885667392456,60
0.394226310160428,0.0500037575775401,0.0272543337071706,0.565715661550475,5.34079391891892,0.233622543879436,60
0.445044545454545,0.0500037575775401,0.0272543337071706,0.592067561411818,5.26579391891892,0.233232226502556,60
0.498942673796791,0.0500037575775401,0.0272543337071706,0.618266446467048,5.19890202702703,0.232626451494909,60
0.555920695187166,0.0500037575775401,0.0272543337071706,0.643753808261539,5.13944256756757,0.231161372237476,60
0.00615978609625668,0.0500037575775401,0.0272543337071706,0.181522834647458,NaN,NaN,60
0.0138595187165775,0.0500037575775401,0.0272543337071706,0.201399104650468,NaN,NaN,60
0.0246391443850267,0.0500037575775401,0.0272543337071706,0.226456866824477,NaN,NaN,60
0.0384986631016043,0.0500037575775401,0.0272543337071706,0.2502101270775,NaN,NaN,60
0.0554380748663102,0.0500037575775401,0.0272543337071706,0.283278102428723,NaN,NaN,60
0.0754573796791444,0.0500037575775401,0.0272543337071706,0.311945329933063,NaN,NaN,60
0.0985565775401069,0.0500037575775401,0.0272543337071706,0.341314350442537,NaN,NaN,60
0.124735668449198,0.0500037575775401,0.0272543337071706,0.370589637559101,6.51368243243243,0.141267149154764,60
0.162834224598931,0.0559091310160428,0.0265042514986893,0.413437073305949,6.5839527027027,0.0983244798883591,60
0.197029411764706,0.0559091310160428,0.0265042514986893,0.442458099827849,6.22719594594595,0.145042349057362,60
0.23448128342246,0.0559091310160428,0.0265042514986893,0.47106560273231,5.99476351351351,0.169948054634638,60
0.275189839572193,0.0559091310160428,0.0265042514986893,0.499392222077724,5.81706081081081,0.185356832222427,60
0.319155080213904,0.0559091310160428,0.0265042514986893,0.527658859359456,5.67922297297297,0.194374073793647,60
0.366377005347594,0.0559091310160428,0.0265042514986893,0.55552724844125,5.56646959459459,0.200298380227009,60
0.416855614973262,0.0559091310160428,0.0265042514986893,0.582970704003207,5.47119932432433,0.203771633469285,60
0.470590909090909,0.0559091310160428,0.0265042514986893,0.609826903383977,5.38944256756757,0.205507067271886,60
0.0146550802139037,0.0559091310160428,0.0265042514986893,0.214099052895576,NaN,NaN,60
0.0260534759358289,0.0559091310160428,0.0265042514986893,0.236170536564505,NaN,NaN,60
0.0407085561497326,0.0559091310160428,0.0265042514986893,0.267018447009324,NaN,NaN,60
0.058620320855615,0.0559091310160428,0.0265042514986893,0.295451581108207,NaN,NaN,60
0.079788770053476,0.0559091310160428,0.0265042514986893,0.324882881061134,NaN,NaN,60
0.104213903743316,0.0559091310160428,0.0265042514986893,0.354280271586129,NaN,NaN,60
0.131895721925134,0.0559091310160428,0.0265042514986893,0.384433379169306,NaN,NaN,60
0.209358288770053,0.0924212165775401,0.0233745527171476,0.487148044782603,NaN,NaN,60
0.253323529411765,0.0924212165775401,0.0233745527171476,0.518412112274565,NaN,NaN,60
0.301475935828877,0.0924212165775401,0.0233745527171476,0.549594865251272,NaN,NaN,60
0.35381550802139,0.0924212165775401,0.0233745527171476,0.580086449076727,NaN,NaN,60
0.410342245989305,0.0924212165775401,0.0233745527171476,0.610081687646481,NaN,NaN,60
0.47105614973262,0.0924212165775401,0.0233745527171476,0.639834804471564,NaN,NaN,60
0.0188422459893048,0.0924212165775401,0.0233745527171476,0.281374084934951,NaN,NaN,60
0.0334973262032086,0.0924212165775401,0.0233745527171476,0.307908082965195,NaN,NaN,60
0.0523395721925134,0.0924212165775401,0.0233745527171476,0.334147203432944,NaN,NaN,60
0.0753689839572192,0.0924212165775401,0.0233745527171476,0.364396648222028,NaN,NaN,60
0.102585561497326,0.0924212165775401,0.0233745527171476,0.395099258670969,NaN,NaN,60
0.133989304812834,0.0924212165775401,0.0233745527171476,0.424776519419863,NaN,NaN,60
0.169580213903743,0.0924212165775401,0.0233745527171476,0.456126459441915,NaN,NaN,60
