X,Y
0.0120972991689751,0.136285167982193
0.0287520877818175,0.184601344820284
0.0525056387542321,0.231739095549692
0.0833579520862188,0.277277036739032
0.121309027777778,0.321243240799657
0.166358865828909,0.363716923610431
0.218507466239612,0.40487027439567
0.277754829009888,0.444888557917859
0.344100954139735,0.483867274454979
0.417545841629155,0.521916341953858
0.498089491478147,0.559122256371406
0.585731903686711,0.595556090764085
0.69874,0.637801094014501
0.782313015182556,0.666307192594198
0.936814847645429,0.714366762091977
1.00728917611669,0.734536541199138
1.13042540012311,0.767783572490511
1.26066038648911,0.80028327983056
1.39799413521468,0.833947176153816
1.54242664629982,0.874433928174235
1.69395791974454,0.920341918096289
1.85258795554882,0.966352676852314
2.01831675371268,1.01112527638972
2.19114431423611,1.054279300842
2.37107063711911,1.09601643978333
