X,Y
0.0151748520775623,6.08834186246749
0.0286154837354571,5.85240871877239
0.04367125,5.64656323188563
0.0603746684113573,5.49422434858301
0.0786626878462604,5.38384510212027
0.098674475634349,5.2845215642855
0.1203404965,5.21762275358025
0.143654411458449,5.11849456326923
0.168489053700831,5.0429481150213
0.195108337905817,4.98063557407698
0.223263108099723,4.95230488924729
0.253093354228532,4.90971838750329
0.284558719702216,4.8740210318915
0.317619138265928,4.84405778784298
0.35249599049446,4.78345011637313
0.388914861253463,4.7624363013079
0.426836264958449,4.74494342233156
0.466521454882272,4.71433088412297
0.526000681209141,4.70176832294729
0.719113061530471,4.65798952002701
0.940651191547091,4.65009940511012
1.19045166094183,4.6926058570072
1.46856764944183,4.76133605034306
1.77585274247645,4.79509684618767
2.11102830391274,4.84535532850705
2.47516083164543,4.89428227273673
