X,Y
0.0151748520775623,0.581341128880674
0.0286154837354571,0.55802433356054
0.04367125,0.466375365954137
0.0603746684113573,0.470007994374095
0.0786626878462604,0.463916905883486
0.098674475634349,0.458366271026829
0.1203404965,0.452148491774298
0.143654411458449,0.445749801486893
0.168489053700831,0.438364569198277
0.195108337905817,0.431717537445899
0.223263108099723,0.424344192470182
0.253093354228532,0.416752729279139
0.284558719702216,0.40908343596174
0.317619138265928,0.402107703551257
0.35249599049446,0.395047537705067
0.388914861253463,0.388489413734871
0.426836264958449,0.381894578457441
0.466521454882272,0.376516782881628
0.526000681209141,0.367279055683175
0.719113061530471,0.34586066507815
0.940651191547091,0.327528497244072
1.19045166094183,0.313296990831093
1.46856764944183,0.302443219329744
1.77585274247645,0.294308922879471
2.11102830391274,0.289790359425849
2.47516083164543,0.28700658110732
