X,Y
0.0151748520775623,0.513049839701057
0.0286154837354571,0.411536830429943
0.04367125,0.512236191207397
0.0603746684113573,0.509493182869619
0.0786626878462604,0.42484377324802
0.098674475634349,0.458089355140805
0.1203404965,0.503385139858481
0.143654411458449,0.398811192190601
0.168489053700831,0.440674006366247
0.195108337905817,0.469954287839763
0.223263108099723,0.422478295495902
0.253093354228532,0.375938736640572
0.284558719702216,0.405943142223618
0.317619138265928,0.440735154017152
0.35249599049446,0.362952674239049
0.388914861253463,0.354240840571479
0.426836264958449,0.349492578909261
0.466521454882272,0.379984212072266
0.526000681209141,0.302934470839142
0.719113061530471,0.347307543306206
0.940651191547091,0.330221638907884
1.19045166094183,0.258224825786392
1.46856764944183,0.304519009856993
1.77585274247645,0.242265795206962
2.11102830391274,0.264904778248792
2.47516083164543,0.262399896068211
