X,Y
0.0151748520775623,6.08834186246749
0.0286154837354571,5.79329347918883
0.04367125,5.64656323188563
0.0603746684113573,5.49422434858301
0.0786626878462604,5.38384510212027
0.098674475634349,5.31635603154024
0.1203404965,5.18879610853284
0.143654411458449,5.11849456326923
0.168489053700831,5.09167225139832
0.195108337905817,5.04855333190531
0.223263108099723,4.9734685853552
0.253093354228532,4.96935059463896
0.284558719702216,4.93025973610562
0.317619138265928,4.897289192105
0.35249599049446,4.85082265322344
0.388914861253463,4.84261199661612
0.426836264958449,4.82147476785304
0.466521454882272,4.78753477983917
0.526000681209141,4.78449738434812
0.719113061530471,4.74053616974901
0.940651191547091,4.72227389698545
1.19045166094183,4.73843208607954
1.46856764944183,4.75308416810676
1.77585274247645,4.76508059049948
2.11102830391274,4.77652925849985
2.47516083164543,4.79258290083571
