X,Y
0.0120972991689751,0.384236696465718
0.0287520877818175,0.460899276513469
0.0525056387542321,0.470802240393818
0.0833579520862188,0.467122268456928
0.121309027777778,0.455652125883423
0.166358865828909,0.442552980029418
0.218507466239612,0.427456524079376
0.277754829009888,0.413461062329281
0.344100954139735,0.400417298570162
0.417545841629155,0.387269066602575
0.498089491478147,0.374932423844947
0.585731903686711,0.362510969910333
0.69874,0.3485576379075
0.782313015182556,0.339651346404672
0.936814847645429,0.324092431850739
1.00728917611669,0.318342045946783
1.13042540012311,0.308164882797758
1.26066038648911,0.29809642269054
1.39799413521468,0.291788253139918
1.54242664629982,0.289128046255181
1.69395791974454,0.289210094263123
1.85258795554882,0.290166367599922
2.01831675371268,0.291103608723811
2.19114431423611,0.292610103039808
2.37107063711911,0.293683411110971
